School_name,District_name,Location,VDC/Municipality_name,Ward No.,Total Sutdents: 2070
Madarsajamiya Usmaniya Jiyaul Ulum Panditpurwa,BANKE,Narainapur,Narainpur,6,81
Mahabharat Gurukul Vidyapith Shanskrit Pathshala Bashudevpur,BANKE,Bashudevpur,Narainpur,1,112
Mahabhart Grukul Vi Saskrit Pathsala,BANKE,Basudevpur,Narainpur,4,86
Mahabhart Vi Pi Saskriti Pathashala,BANKE,Saigaun,Saigaun,2,135
Mahabhart Vi School,BANKE,Sitapur,Saigaun,6,37
Mahadewpuri Sunraise,BANKE,Mahadewpuri,Mhadevpuri,3,80
Maharaja Ma V,BANKE,Puraina,Puraina,2,791
Mahendra Ma V,BANKE,Matehiya,Matehiya,6,453
Mahendra N Uchha Ma V Ranitalau,BANKE,Ranitalau,Nepalgunj N.P.,8,774
Maitahawa Ma V,BANKE,Chandra Nagar,Radhapur,8,556
Manakamana B H S Ganeshpur,BANKE,Ganeshpur,Radhapur,5,250
Manakamana Ebh School,BANKE,Ganeshpur,Radhapur,8,218
Manakamana Ls Balbhadrapur,BANKE,Bal Bhadra Pur E Gaun,Bageshwori,8,305
Mangal Uchha Ma V,BANKE,Mangalpath,Nepalgunj N.P.,10,1016
Marimata Ps Juganhariya,BANKE,Khajurakhurd,Khajurakhurda,1,75
Masudiya Habibul Raja Madrassa,BANKE,Patchpokhara,Saigaun,8,150
Masudiya Talimul Kuran Mahantpurwa,BANKE,Hirminiya,Saigaun,4,139
Merigold Ebs,BANKE,Karkando,Khaskarkando,5,109
Modern Public Ebs,BANKE,Shitalnagar,Nepalgunj N.P.,13,590
Mother Land Ebs,BANKE,Titihiriya Uttartol,Titihiria,3,139
Mukti Pra V,BANKE,Muktinagar,Rajena,4,199
Muntara Awasiya School,BANKE,Rajha,Manikpur,6,371
Namuna Bidya Sadan Pipari,BANKE,Kohalpur,Kohalpur,9,200
Namuna Pra V,BANKE,Motipur,Matehiya,4,222
Narayan Hss Npj,BANKE,Bhawani Bagh,Nepalgunj N.P.,14,664
Narendra Ps Chitaipurwa,BANKE,Holiya,Holia,6,269
Ne Pr School Suryapur,BANKE,Udharapur,Holia,8,24
Ne Ra Ls Agaiya,BANKE,Agaiya,Kanchanpuri,1,226
Ne Ra Ls Bhatanpurwa,BANKE,Bhata Purwa,Ganapur,2,453
Ne Ra Ls Kumbhar,BANKE,Rajpur,Baijapur,3,348
Ne Ra Ls Naulapur,BANKE,Naulapur,Naubasta,8,269
Ne Ra Ma Vi Manakamanapur,BANKE,Mankamanapur,Bageshwori,5,312
Ne Ra Ma Vi Nibuwakhargawar,BANKE,Dauna,Kohalpur,4,927
Ne Ra Ni Ma Vi Guruwagaun Bankatawa,BANKE,Guruwa Guang,Bankatawa,6,470
Ne Ra Ni Ma Vi Jamuni Gangapur,BANKE,Jamuni,Gangapur,7,386
Ne Ra Ni Ma Vi Mahadewa,BANKE,Mahadewa,Mhadevpuri,1,243
Ne Ra Ni Ma Vi Manikapur Natanpurwa,BANKE,Natanpurwa,Manikpur,5,323
Ne Ra Ni Ma Vi Rajpur,BANKE,Rajpur,Kanchanpuri,9,222
Ne Ra Ps Baniyagaun Baghauda,BANKE,Baniyagaun Baghaudha,Katkuia,6,303
Ne Ra Pra Viddhyalaya Belbhar,BANKE,Belbhar,Belbhar,1,98
Nepal Rastriya Pra V,BANKE,Ka Gaun,Bageshwori,3,78
Nepalgunj Balmaitri School,BANKE,Npj,Bageshwori,1,81
Nepalgunj Model Akedemi Pra Li,BANKE,Karkando,Khaskarkando,3,186
Jagat Jyoti Ma Vi Basudevpur,BANKE,Chakrapath,Basudevpur,9,460
Ni Ma V Banjaregaun,BANKE,Indrapur,Indrapur,6,425
Ni Ma V Chilairiya,BANKE,Chilhariya,Binauna,4,537
Pra V Dhampur,BANKE,Dhampur,Baijapur,9,502
Ni Ma V Godahana Ni Ma V,BANKE,Godahana,Sonpur,9,334
Ni Ma V Jasipur,BANKE,Jaispur,Jaispur,6,533
Ni Ma V Kanthipur,BANKE,Kanthipur,Basudevpur,4,408
Ni Ma Vi Lakhanawar,BANKE,Lakhanbar Lakhanpur,Kohalpur,6,293
Pra V Lalpur,BANKE,Nanakaupur,Phattepur,6,351
Pra V Mahendrapur,BANKE,Mahendrapur,Kanchanpuri,6,314
Ma V Naubasta,BANKE,Naubasta,Naubasta,5,499
Ne Ra Ma Vi Orilalpu,BANKE,Futaha Basude,Bankatawa,9,513
Ni Ma V Phattepur,BANKE,Phatepur,Phattepur,1,423
Ni Ma V Puraini,BANKE,Purainni,Puraini,1,386
Ni Ma V Salyanibag,BANKE,Salyanibag,Nepalgunj N.P.,5,124
Ni Ma V Sinduri,BANKE,Sinduri,Sonpur,9,305
Ni Ma Vi Suiya Piprahawa,BANKE,Siewa,Piprahawa,9,362
Nirmal Jyoti E M School Mohanpur,BANKE,Basudevpur,Basudevpur,1,67
Nobel Em,BANKE,Shantitol,Basudevpur,8,327
Onus International Academy Khajura,BANKE,Bageshory,Bageshwori,2,93
Osim Ems,BANKE,Jabdhawa,Bageshwori,3,15
Pancha Mukhi Ebs,BANKE,Santitol,Rajena,8,453
Pashupati Ebs,BANKE,Chamangunj Bale Gaun,Bhawaniapur,1,99
Pashupati Ebs,BANKE,Rajha,Manikpur,8,697
Pashupati Ma Vi Raniyapur,BANKE,Ghiya,Raniyapur,1,450
Pashupati Pra V,BANKE,Sahadpur,Khajurakhurda,7,171
Pashupati Pra V,BANKE,Gaurinagar,Sitapur,7,89
Pashupati Shiksha Mandir D S P Road,BANKE,Nepalgunj,Nepalgunj N.P.,6,42
Pashupati Ss Naurigaudi,BANKE,Naurigaudi,Betahani,3,699
Pateshwori Pra V,BANKE,Bhujaigaun,Khaskarkando,1,299
Paurakhi Mahila Pra V,BANKE,Shivanagar,Khaskarkando,7,130
Pra V Amarahawa,BANKE,Amarahawa,Kamdi,6,95
Pra V Badaiya,BANKE,Badaiya,Saigaun,3,209
Pra V Bageshwori Tole,BANKE,Bageswori Tole,Nepalgunj N.P.,3,268
Pra V Bahaupurwa,BANKE,Bahaupurwa,Kalaphanta,2,108
Pra V Bakaspur,BANKE,Bakaspur,Belhari,7,124
Pra V Baniyagaun,BANKE,Baniyagaun,Belhari,9,198
Pra V Baniyagaun,BANKE,Belahari,Belhari,9,215
Pra V Basantapur,BANKE,Basantapur,Udarapur,1,154
Pra V Chamakdarpur,BANKE,Chamakdarpur,Raniyapur,8,203
Pra V Channahawa,BANKE,Chanahawa,Samsergunj,4,152
Ne Ra Ni Ma Vi Chatar,BANKE,Chattar,Kohalpur,1,273
Pra V Chauphedi,BANKE,Chauphedi,Holia,3,153
Pra V Dangpuwa,BANKE,Dangpurwa,Naubasta,5,70
Pra V Shikhanpurwa,BANKE,Hirminiya,Hirminiya,5,235
Pra V Dhaulagiri,BANKE,Dhaulagiri,Bageshwori,1,205
Pra V Dhond Purwa,BANKE,Thanda Thodpur,Samsergunj,7,182
Pra V Gangapur,BANKE,Gangapur,Laxmanpur,9,87
Pra V Gavar,BANKE,Gavar,Khaskusma,4,41
Pra V Gegli,BANKE,Kalafata,Kalaphanta,8,253
Pra V Ghodadauriya,BANKE,Ghodadauriya,Narainpur,8,154
Pra V Gunraspur,BANKE,Sitapur,Sitapur,4,77
Pra V Halwaldoli,BANKE,Suman Halwaldoli,Banakatti,1,233
Pra V Indrapur,BANKE,Indrapur Indrargaun,Indrapur,3,261
Pra V Jamunaha,BANKE,Jamunaha,Matehiya,8,247
Pra V Jungli,BANKE,Jungli Singha Purba,Hirminiya,7,471
Pra V Kallupurba,BANKE,Kallupurba,Bhawaniapur,6,204
Pra V Kalrampur,BANKE,Kalrampur,Naubasta,3,146
Pra V Kapasi,BANKE,Kapasi,Ganapur,5,211
Pra V Karmohana,BANKE,Karmohana,Indrapur,1,66
Pra V Khokari,BANKE,Khokari,Khaskusma,9,110
Pra V Kingriyanpurwa,BANKE,Kingriyanpurwa,Puraini,7,286
Pra V Kodar Betawa,BANKE,Kodar Betawa,Gangapur,8,349
Pra V Kolhi,BANKE,Kolhi,Betahani,8,363
Pra V Madrassa Islamiya Sattarul Ullum,BANKE,Sonbarsha,Betahani,0,131
Pra V Mahatiniya,BANKE,Mahatiniya,Katkuia,4,251
Pra V Manpur,BANKE,Manpur,Indrapur,9,307
Pra V Panchpedawa,BANKE,Panchpedawa,Kalaphanta,3,57
Pra V Khodawa,BANKE,Panditpurwa Khodawa,Narainpur,6,251
Pra V Parasrampurwa,BANKE,Jayrampur,Narainpur,2,339
Pra V Patchpokhara,BANKE,Sai Gau,Saigaun,5,215
Pra V Rajanawa,BANKE,Rajanpur,Udarapur,4,151
Pra V Rani Talau,BANKE,Rani Talau,Nepalgunj N.P.,8,253
Pra V Roshanpur,BANKE,Roshanpurva,Laxmanpur,3,148
Ni Ma V Sarri Sonpur Ni Ma V,BANKE,Sonapur,Phattepur,7,689
Pra V Sangamnagar,BANKE,Khaskarkando,Khaskarkando,3,241
Pra V Santaliya,BANKE,Santaliya,Betahani,1,98
Pra V Shankar Nagarkotiya,BANKE,Kalafata,Kalaphanta,9,284
Ls Shahpurwa,BANKE,Shapurawa Bhari,Kamdi,2,570
Pra V Shibapuri,BANKE,Shabapuri,Saigaun,1,369
Pra V Shivapuri,BANKE,Shivapuri,Betahani,7,379
Pra V Simari,BANKE,Semari,Kohalpur,5,127
Pra V Suryalalpur,BANKE,Suryalalpur,Baijapur,7,199
Pra V Suryapur,BANKE,Suryapur,Udayapur,5,180
Prabhat Ucha Ma Vi Arniko Nagar,BANKE,G Guan,Bankatawa,4,1013
Prabhat Memorial High School Bhrukutinagar,BANKE,Nepalgunj,Nepalgunj N.P.,9,317
Prayatna Ma Vi,BANKE,Naubasta,Naubasta,8,319
Prefer Academy Udharapur,BANKE,Udharapur,Udarapur,3,224
Pushpanjali Pra V,BANKE,Alanagar,Basudevpur,1,252
Radha Krishna Pra V,BANKE,Samasergunj,Samsergunj,2,157
Ram Janaki Bidya Niketan,BANKE,Suddanagar,Rajena,4,280
Ram Janaki Ne Ra Ps Premnagar,BANKE,Manikapur,Manikpur,6,40
Ram Janaki Pra V,BANKE,Kohalpur Janakinagar,Kohalpur,4,81
Ram Janki Higher Secondary School Viddhut Road,BANKE,Vidhutmarg,Kohalpur,2,978
Ram H S Ma V Samsergunj,BANKE,Hawldarpur,Samsergunj,7,1004
Ramjanaki R Ps Karkando,BANKE,Khaskarkadau,Khaskarkando,7,159
Rapti Publick Bording School Habrahawa,BANKE,Phattepur,Phattepur,8,157
Rara Ls Chisapani,BANKE,Gavar,Chisapani,9,272
Sagarmatha E M High School Deep Nagar,BANKE,Karkando Deepnagar,Khaskarkando,5,414
Sagarmatha Gyanpunj Hss Rajhena,BANKE,Swotantra Nagar,Rajena,3,1010
Sahid Ismarak Pra V,BANKE,Khoriya,Kanchanpuri,2,253
Sahid Smarak Ma V,BANKE,Padampur,Kamdi,7,817
Samabeshi Ls Tilakpur,BANKE,Tilakpur,Naubasta,9,459
Samabesi English School Buspark,BANKE,Nepalgunj,Nepalgunj N.P.,5,462
Sumatul Ullum Madarsh,BANKE,Titihiriya,Titihiria,2,96
Samaya Bhawani Ls Alinagar,BANKE,Aralnagar,Binauna,9,330
Sambidhan Shabha Pra V Uttatrlaghaura,BANKE,Naubasta,Binauna,4,93
Samjhana Ni Ma Vi Samjhana Chauk,BANKE,Samjhanachowk,Bankatawa,9,369
Sarada Ni Ma V,BANKE,Aadarssanagar,Nepalgunj N.P.,5,239
Saraswati Ls Pitmari,BANKE,Pirtamari,Naubasta,2,362
Saraswati Ni Ma V,BANKE,Paneriya,Phattepur,8,593
Saraswati Ni Ma V,BANKE,Pepari,Kohalpur,8,456
Saraswati Pra V,BANKE,Bake Gaun,Nepalgunj N.P.,12,134
Saraswati Pra V,BANKE,Guruwa Gaun,Mhadevpuri,4,89
Saraswati Pra V,BANKE,Kareli Bhagra,Titihiria,8,102
Saraswati Ps Dakshin Ladhaura,BANKE,D Laghaura,Naubasta,1,100
Saraswati Ss Bhanghotna,BANKE,Bhangaghotana,Hirminiya,2,765
Saraswati Hss Bhawaniyapur,BANKE,Bhawaniyapur,Baijapur,2,966
Saraswati Hss Npj,BANKE,Nepalgunj,Nepalgunj N.P.,13,679
Sarswoti Pra Vi Bairahawa,BANKE,Bairahawa,Naubasta,6,308
Sati Bhawani Ls Khaskusma,BANKE,Bhawaniyapur,Khaskusma,6,191
Senchuri E M School Dhakeri,BANKE,Mahadevpuri,Mhadevpuri,5,132
Senth Thomas Hss Bilaspur Npj,BANKE,Surkhet Road,Nepalgunj N.P.,16,346
Shamjhana Elit Academy,BANKE,Bankatawa,Bankatawa,9,117
Shankar Ma V,BANKE,Thapaya,Titihiria,7,261
Shanti Bidya Niketan Banke Dhambojhi Road,BANKE,Npj,Nepalgunj N.P.,1,523
Shanti Pra V,BANKE,Bagmatinagar,Bageshwori,2,95
Shining Star Ebs,BANKE,Pipari,Kohalpur,0,258
Shiva Pra V,BANKE,New Gunrasdpur,Sitapur,6,51
Shiva Shakti Pra V,BANKE,Premnagar,Rajena,4,137
Shiva Shakti Hss Perani,BANKE,Perani,Mhadevpuri,8,715
Shivshakti Pra Vi,BANKE,Khaskhusma,Khaskusma,4,80
Shrichandra Mewalal Uchha Ebs,BANKE,Nepalgunj,Khaskusma,8,312
Siddhartha Bidya Sadan,BANKE,Fultekra,Nepalgunj N.P.,7,215
Siddhartha Lss Rajhena,BANKE,Rajhena,Rajena,8,370
Siddheshor Mahadev Ss Lauki,BANKE,Louki,Khaskusma,9,231
Siddheshwor Uchha Ma V,BANKE,Shidhanawa,Phattepur,8,1102
Siddheshwori Pra V,BANKE,Nayabasti,Binauna,5,231
Singha Bhawani Ne Ra Ni Ma Bi Bankatawa,BANKE,Bankatawa,Bankatawa,8,338
Sirjana Pra Vi Sirjanatol,BANKE,Samsergunj,Samsergunj,7,121
Sofiya Residential Ebs,BANKE,Npj Gosaigaun,Nepalgunj N.P.,13,171
South Point Ebs,BANKE,Padampur,Kamdi,7,94
Spring Del,BANKE,Shreenagar,Khaskarkando,0,188
Ss Bankatti,BANKE,Bankatti,Banakatti,4,778
Ss Lagdahawa,BANKE,Karakando Lagdahawa,Khaskarkando,4,372
Ss Titihiriya Bargadahi,BANKE,Vargadahi,Titihiria,2,322
Star Future School,BANKE,Mahadevpuri,Titihiria,8,68
Sukamaiya Pra V,BANKE,Bijayanagar,Phattepur,8,194
Sukra Ma V,BANKE,Gaukark,Sitapur,3,319
Sun Beam Ebs,BANKE,Dhumbojhi,Nepalgunj N.P.,1,544
Sun Light Em School,BANKE,Bageshory,Bageshwori,6,84
Sundar Pra V,BANKE,Chamaniya,Bankatawa,8,140
Suryajyoto Pra Vi Parsurampur,BANKE,Bankatawa,Bankatawa,1,47
Suryodaya Ps Khayarbhatti,BANKE,Baijapur,Baijapur,3,55
Suryodaya Ma V,BANKE,Chisapani,Chisapani,3,1026
Ne Ra Tirkha Ni Ma Vi Jalpokhari,BANKE,Jalpokhari,Radhapur,1,96
Tribhuwan Uchha Ma V,BANKE,Bidyanagar,Kohalpur,2,1277
United Educational Acadmy Muktipur,BANKE,Nepalgunj,Nepalgunj N.P.,16,407
Water Park Ems Ebs,BANKE,Waterpark Road,Nepalgunj N.P.,1,118
West Zone Ebs,BANKE,Bankebagiya,Nepalgunj N.P.,17,643
Western Ebs,BANKE,Kohalpur Nagarbikash,Kohalpur,3,506
Yatimkhana Darul Wulum Faijane Muftiya Aazam Chaulika,BANKE,Nepalgunj,Nepalgunj N.P.,13,290
Yogini Ma V,BANKE,Goughat,Sitapur,5,468
Yuddha Sanskrit Ma V,BANKE,Char Bahini Road,Nepalgunj N.P.,13,266
Adarsha Children Academy,BANKE,Baganaha,Nepalgunj N.P.,7,132
Shree Achut Pra Vi,BARA,Maheshpur,Maheshpur,1,133
Adarsha Ni Ma V,BARA,Purano Behara,Rampur Tokani,3,400
Adarsha Pra V,BARA,Piluwa,Dumarwana,7,123
Shree Adharas Ne Ra Pra Vi,BARA,Birta,Tedhakatti,6,222
Amar Ma V,BARA,Dohari,Dohari,2,1184
Anchit Ma V,BARA,Batara,Batara,3,1124
Anup Deepa Ni Ma V,BARA,Kolhabi,Kolhabi,1,1102
Shree Awarahiya Pre Vi,BARA,Prasurampur,Prasurampur,2,144
Bajrangbali Pra V,BARA,Baluwa,Piparabirta,2,306
Bakaiya Thakur Pra V,BARA,Bakaiya Tole,Nijhgadh,7,376
Bakuliya Uchha Ma V,BARA,Bakuliya,Jeetpur Bhawanipur,5,1802
Bal Balika Pra V,BARA,Lamidanda,Manaharwa,9,203
Bal Bikash Pra V,BARA,Dhiyaltole,Nijhgadh,5,145
Bal Bikesh Pra V,BARA,Mahlani,Dahiyar,2,193
Bal Jyoti Pra V,BARA,Bhawanipur,Dumarwana,6,266
Shree Bal Mahila Pra Vi,BARA,Amarpatti,Amarpatti,1,291
Barewa Samudaik Pra V,BARA,Kalaiya,Amarpatti,7,145
Barewa Samudiek Pra V Barewa,BARA,Barewa,Amarpatti,7,276
Shree Bautimai Pra Vi Mahuwahi,BARA,Amritgang,Amritgang,2,158
Bengasha Uchha Ma V,BARA,Prasauni,Prasauni,7,1352
Bhagawati Pra V,BARA,Bhaktalal,Ratanpuri,6,400
Bhoj Bhagat Uchha Ma V,BARA,Lipanimal,Lipanimal,6,1176
Bhola Ma V,BARA,Ganjbhawanipur,Ganj Bhawanipur,2,1529
Shree Bholanath Pre Vi Pipradhi,BARA,Pipradhi,Pipradhi Goth,4,74
Bhram Baba Pra V,BARA,Majhariya,Majhariya,3,309
Bhuneshour Nath Pra Vi,BARA,Teagachiya,Bariyarpur,9,137
Bikram Pra V,BARA,Basatpur,Bariyarpur,8,386
Shree Bisnumati Pra Vi Bhodaha,BARA,Madilawa,Bhodaha,9,87
Shree Bouddimai Pra Vi Devigang,BARA,Devigang,Kalaiya N.P.,11,272
Boudimai Pra Vi,BARA,Sishaniya,Sisahaniya,3,275
Bram Baba Pra V,BARA,Telkuwa,Sisahaniya,2,178
Buddha Pra V,BARA,Mathurapur,Sisahaniya,3,247
Dalit Jana Kalyan Pra V,BARA,Sonarniya,Sisahaniya,9,447
Shree Dalit Ne Ra Pra Vi,BARA,Kabahigoth,Kabahigoth,7,188
Dalit Ne Ra Pre Vi Pathara,BARA,Pathara,Kabahigoth,4,192
Shree Dalit Pravi,BARA,Bhatauda,Bhatauda,3,162
Dalit Pra V,BARA,Musahari,Bariyarpur,6,240
Shree Dalit Pravi,BARA,Harpur,Piparpati Parcharauta,8,173
Shree Dalit Pre Vi,BARA,Harpur,Piparpati Parcharauta,8,180
Shree Dalit Pre Vi Piparabirta,BARA,U Piparabirta,Piparabirta,4,232
Dalit Utthan Pra V,BARA,Madhurijabdi,Madhurijabdi,5,356
Shree Dindayal Ne Ra Ni Ma Vi Kalnpur,BARA,Kalyanpur,Chhatawa,1,318
Dular Devi Mai Pra V Bachhanpurwa,BARA,Bachanpurwa,Bachhanpurwa,9,152
Dulari Mai Pra V,BARA,Basadilwa,Bachhanpurwa,7,627
Durga Ma V,BARA,Barewa,Kalaiya N.P.,10,1271
Fakira Girira Gi Ma V,BARA,Jeet Pur,Jeetpur Bhawanipur,3,909
Shree Gadabadhamai Pra Vi,BARA,Bariyarpur,Bariyarpur,8,230
Gadhi Mai Mahendra Uchha Ma V,BARA,Bariyarpur,Bariyarpur,2,2094
Shree Gadhimai Ne Ra Pra Vi Pataura,BARA,Pataura,Motisar,6,283
Shree Gadimai Ne Ra Pra Vi Dehitole,BARA,Dehitole,Bariyarpur,1,152
Shree Gadimai Pra Vi Tiyartole,BARA,Umjan,Umajan,4,269
Gambhir Bajrakishori Ma V,BARA,Gadhahal,Gadhahal,3,760
Shree Ganjoti Adarsh Pra Vi,BARA,Prasauni,Prasauni,3,190
Gauri Shankar Ma V,BARA,Sadaktole,Nijhgadh,5,1371
Gauri Shankar Uchha Ma V,BARA,Bidhyanagar,Nijhgadh,7,1670
Shree Gautam Buddha Pra Vi Jeetpur,BARA,Nadiya T Ole,Jeetpur Bhawanipur,6,145
Gautambudh Pra V,BARA,Jeetpur Bhawanipur,Jeetpur Bhawanipur,6,189
Shree Girijapati Kanaya Pra Vi Bariyarpur,BARA,Bariyarpur,Bariyarpur,5,147
Shree Goldred Pra Vi Kudwa,BARA,Kudwa,Kudawa,5,131
Govinda Baba Pra V,BARA,Piparpati,Kudawa,4,149
Gramin Utthan Pra V,BARA,Haraiya,Haraiya,2,194
Gyan Jyoti Pra V,BARA,Parsa,Haraiya,1,384
Gyan Kunja Pra V Manahrwa,BARA,Uchdia,Haraiya,7,116
Hangshabahini Pra V,BARA,Pipariya,Fattepur,5,207
Shree Hansbahini Sang Choaeling Buddha Gumba,BARA,Bouddha Tole,Amlekhganj,1,64
Hanuman Pra V Tedha,BARA,Dewapur,Dewapur,9,228
Himal Pre Vi,BARA,Pipaltar,Dewapur,4,528
Human Pra V,BARA,Dewapur,Dewapur,9,404
Indra Dev Pra V,BARA,Ambwa,Jhitkaiya(dakshin),8,391
Madarsa Islahul Mu,BARA,Bhodaha,Bhodaha,6,164
Jan Samudaik Pra V,BARA,Inarawasira,Inarwasira,4,303
Jan Youwa Pra V,BARA,Beldari,Inarwasira,5,305
Jana Chetana Pra V,BARA,Maulapur,Dumarwana,8,108
Jana Jagriti Ma V,BARA,Sakhuwaghat,Dumarwana,7,644
Jana Jagriti Pra V,BARA,Naikatola,Khopawa,8,236
Jana Jagriti Pra V,BARA,Kholmatole,Nijhgadh,2,225
Jana Jyoti Pra V,BARA,Belawa,Karaiya,8,286
Jana Jyoti Pra V,BARA,Bhawaratole,Nijhgadh,9,95
Jana Kalyan Pra V,BARA,Nayan Basti,Dumarwana,4,160
Jana Kalyan Pra V,BARA,Kalayanpur,Jhitkaiya(dakshin),3,153
Jana Kalyan Pra V,BARA,Puranotole,Nijhgadh,3,141
Jana Samudayik Ma V,BARA,Shajeali,Haraiya,3,943
Shree Janjati Ni Ma Vi Babuain,BARA,Babuain,Babuain,8,432
Janata Ma V,BARA,Umajan,Umajan,6,966
Janata Ma V,BARA,Kachorawa,Kachorwa,3,985
Janata Ma V,BARA,Rajghatta,Dumarwana,8,816
Janata Ma V,BARA,Kakadi,Prasauna,2,837
Janata Ma V,BARA,Rampur,Rampur Tokani,5,1468
Janata Ni Ni Ma V,BARA,Bhawanipur,Rampur Tokani,3,1248
Janata Ni Ma V,BARA,Kabahijabdi,Kabahijabdi,4,456
Shree Janata Ne Ra Ni Ma Vi Banjriya,BARA,Banjariya,Banjariya,6,489
Janata Pra V,BARA,Mathawa,Kolhabi,9,232
Janata Pra V,BARA,Piprabazzar,Pipra Basatpur,3,377
Shree Janhit Pra Vi Basatpur,BARA,Basatpur,Basatpur,2,270
Shree Janjagriti Pre Vi Batra,BARA,Batra,Inarwamal,2,215
Shree Janjati Pra Vi Majhariya,BARA,Dharmapur,Majhariya,6,251
Shree Janjati Pre Vi Sukipathara,BARA,Sukipathara,Pathara,2,162
Shree Janjyoti Pra Vi Sagardin,BARA,Bhodha,Bhodaha,2,163
Shree Jankalayan Pra Vi Pakadiya,BARA,Pachimtole,Pakadiya Chikani,1,766
Shree Jankalyan Pre Vi Chotkiviswa,BARA,Viswa,Prasurampur,9,200
Shree Jansamudiek Pra Vi Pokhariya,BARA,Pokhariya,Pathara,9,263
Janta Ma V Bhawanipur,BARA,Kalaiya,Kalaiya N.P.,3,1055
Shree Janta Pravi,BARA,Amav,Amav,6,164
Shree Janta Pra Vi Pipra Basatpur,BARA,Basatpur,Pipra Basatpur,2,950
Janwadi Gadatantra Pravi,BARA,Matiariya,Inarwasira,1,163
Shree Jin Baba Pra Vi Charmohona,BARA,Charmohona,Hardiya,8,367
Shiv Radika Pra V Materiya,BARA,Bhodaha,Bhodaha,8,119
Kankali Ma V,BARA,Simraungadh,Bhodaha,7,2590
Shree Karmarwa Pravi Beldari,BARA,Beldari,Beldari,3,117
Shree Katbasi Mai Pre Vi,BARA,Telgae,Telkuwa,8,105
Shree Khariya Mai Pra Vi Patharhatti,BARA,Patharhatti,Patharhatti,4,170
Laligurans Pra V,BARA,Gumbatol,Bharatganj Singaul,4,137
Laligurans Pra V,BARA,Kabahijabdi,Kabahijabdi,2,384
Shree Laxmi Ne Ra Ni Ma Vi Kantipur,BARA,Barainiya,Barainiya,7,279
Lok Priya Pra V,BARA,Bandavi,Bharatganj Singaul,6,252
Lok Samudaik Pra V,BARA,Inarawasira,Inarwasira,9,158
Shree Loktantarik Samuh Pre Vi,BARA,Newtol,Badaki Fulbariya,8,217
Shree Loktantra Gadhatantra Pra Vi,BARA,Banjariya,Banjariya,9,201
Ma V Auraha,BARA,Auraha,Pipara Simara,7,720
Ma V Benauli,BARA,Benauli,Banauli,4,630
Ma V Benauli,BARA,Benauli,Telkuwa,4,1565
Uchha Ma V Devapur Bahuarwa,BARA,Devapur,Badaki Fulbariya,1,765
Ma V Fattepur,BARA,Fattepur,Fattepur,4,776
Ma V Hardiya,BARA,Hardiya,Prasurampur,5,1057
Ma V Itiyahi,BARA,Itiyahi,Itiyahi,1,724
Ma V Kabahijagat,BARA,Kabahijagat,Kabahigoth,6,1413
Ma V Kachadiyatole,BARA,Kachadiyatole,Bharatganj Singaul,2,835
Ma V Kalaiyabag,BARA,Bathani,Kalaiya N.P.,8,1481
Ma V Manaharwa,BARA,Manaharwa,Manaharwa,6,881
Ma V Matiarwa,BARA,Matiarwa,Matiarwa,5,827
Ma V Pathlaiya,BARA,Pathalaiya,Pipara Simara,9,478
Ma V Piparapati,BARA,Piparapati Pacharauta,Piparpati Parcharauta,9,1577
Ma V Raghu Nathpur,BARA,Raghunathpur,Haraiya,1,728
Ma V Ratanpur,BARA,Ratanpur,Ratanpuri,1,1343
Madarsha Arabiya Ulum,BARA,Gamhariya,Purainiya,4,247
Madrassa Husainiya,BARA,Purainiya,Purainiya,7,360
Madrassa Husniya,BARA,Puraniya,Purainiya,7,440
Shree Madarsha Isalamiy Sarajul,BARA,Nigadh,Nijhgadh,8,86
Madrassa Islamiya Bahrul Ulum,BARA,Kalaiya,Nijhgadh,8,199
Madrassa Islamiya Dewapur,BARA,Badki Phulwariya,Nijhgadh,7,259
Madrassa Islamiya Fajunabi Lipanimal,BARA,Lipanimal,Nijhgadh,1,219
Madarsha Islamiya Sidikiya Pakadiya,BARA,Pakadiya,Pakadiya Chikani,7,251
Madrassa Islammiya Inarwa,BARA,Inarwa,Pakadiya Chikani,4,362
Madarsha Islammiya Nasim Nagar Jeetpur,BARA,Nasia Nagar,Jeetpur Bhawanipur,3,187
Madrassa Snafiya Kanmul Ulum Rangpur,BARA,Rangpur,Jeetpur Bhawanipur,14,188
Madarsa Abiya Sitalpur,BARA,Dharmanagar,Dharma Nagar,9,270
Madrassaislam Ulum,BARA,Basatpur,Dharma Nagar,1,237
Mahabir Ni Ma V,BARA,Bramhapuri,Bhatauda,2,862
Mahabir Pra V,BARA,Bakulahar,Dohari,6,718
Mahendra Ni Ma V,BARA,Itayahi,Itiyahi,2,576
Mahila Uthan Samiti,BARA,Prastoka,Itiyahi,7,350
Shree Mandir Pravi Bidhiyanagar,BARA,Utatjhitkaiya,Jhitkaiya(uttar),4,113
Mani Ma V,BARA,Bachhanpurba,Bachhanpurwa,2,1014
Manjushree Pra Vi,BARA,Ramthali,Ratanpuri,4,160
Matim Khana Rasidiya,BARA,Rampur Tokani,Ratanpuri,3,195
Mouwa Devi Ni Ma V,BARA,Dakaha,Dumarwana,7,353
Mulmila Bbk,BARA,Bhawaratole,Nijhgadh,5,64
Namuna Ni Ma V,BARA,Kalaiya,Kalaiya N.P.,1,309
