School_name,District_name,Location,VDC/Municipality_name,Ward No.,Total Sutdents: 2070
Baba Dinabhadri Pr V,MORANG,Pokhariya,Pokhariya,9,239
Bagh Jhoda Ganatantrik Pr V,MORANG,Indrapur,Indrapur,1,58
Bahadur Babu Chaudhari Pra V,MORANG,Chaudati Than,Rajghat,4,71
Bahumukhi Ni Ma V,MORANG,Kaseni,Madhumalla,6,170
Baijanath Prarambik Sanskrit Bhadyapith,MORANG,Janthe,Jante,9,15
Bakhari Pra V,MORANG,Bakhari Biratnagar,Jante,16,294
Bakraha Ma V,MORANG,Khamejhoda,Madhumalla,4,427
Bal Bidya Mandir Pra V,MORANG,Labipur,Motipur,6,69
Bal Bikash Pra V,MORANG,Caukighat,Mahadewa,3,99
Bal Bikash Pra V,MORANG,Lokhara,Bhogateni,8,153
Bal Bikash Pra V,MORANG,Balbikash Tole,Itahara,5,48
Bal Joyti Adarsha Bidya Sadan Ebs,MORANG,Doriya,Jhurkiya,5,47
Bal Jyoti Pra V,MORANG,Dangi,Madhumalla,8,58
Bal Kalyan Ni Ma V,MORANG,Kirtipur,Sanischare,6,217
Bal Kalyan Pra V,MORANG,Narkate,Kerabari,8,73
Bal Kalyan Pra V,MORANG,Aambote,Patigaun,9,110
Bal Kalyan Pra V,MORANG,Belchauri,Kerabari,9,44
Bal Kalyan Ni Ma V,MORANG,Okhaldhunga,Ramite Khola,6,92
Bal Kalyan Pra V,MORANG,Tinkateri,Warangi,2,25
Bal Laxmi Pra V,MORANG,Hathibandha,Bhatigachha,7,295
Bal Ma V,MORANG,Harakpur,Bayarban,4,295
Bal Mandir Pra V,MORANG,Sahidmaidan,Biratnagar NP.,10,240
Bal Ma V,MORANG,Rani Sainik Tol,Biratnagar NP.,17,824
Bal Ma V,MORANG,Jatuwa,Biratnagar NP.,18,606
Bal Pratibha Ebs,MORANG,Khorsane,Indrapur,1,363
Balbidya Ebs,MORANG,Bardanga,Baradanga,9,126
Baldev Ni Ma V,MORANG,Ramnagar,Keroun,4,166
Balkalyan Nv,MORANG,Dhardhare,Tandi,8,346
Balmiki Memorial Ebs,MORANG,Buddhachok,Tandi,2,416
Balsadan Acedemy,MORANG,Budhabare,Indrapur,8,245
Banasthali Ebs,MORANG,Sorabhag,Indrapur,3,270
Bani Ma V,MORANG,Sidraha,Sidharaha,1,245
Barun Academy Ebs,MORANG,Tanki,Sidharaha,2,71
Began Lal Ni Ma V,MORANG,Khuniakatta,Lakhantari,1,451
Beni Pra V,MORANG,Karsia Harakpur,Sorabhag,1,259
Bhagawati U Ma V,MORANG,Madhumala,Madhumalla,2,858
Bhagawati Ni Ma Vi,MORANG,Naya Bazaar,Katahari,9,431
Bhagawati Pra V,MORANG,Fedapjung,Warangi,8,198
Bhagawati Pra V,MORANG,Thalaha,Thalaha,5,250
Bhagawati Ni Ma V,MORANG,Lata Morang,Babiya Birta,4,273
Bhagawati Pra V,MORANG,Doreya,Jhurkiya,3,174
Bhagawati Pra V,MORANG,Titkeni,Tandi,1,73
Bhagawati Uchha Uchha Ma V,MORANG,Belbari Dhat,Tandi,3,1405
Bhagirath Uchha Ma V,MORANG,Sanischare Baazar Jarayodol,Sanischare,8,708
Bhajan Soba Pra V,MORANG,Sukhubakoti,Sisabanibadahara,9,64
Bhanu Bhakta Pra V,MORANG,Sohal,Sisawanijahada,9,191
Bhanu Memorial Ebs,MORANG,Bhanutole,Biratnagar NP.,14,688
Bhanu Memorial Ebs,MORANG,Madhumalla,Madhumalla,2,150
Bhanu Morang Pra V,MORANG,Sansari Maisthan,Biratnagar NP.,13,314
Bhanu Ni Ma V,MORANG,Bhanutole,Urlabari,5,239
Bhanu Pra V,MORANG,Pidhali,Mahadewa,1,129
Bhanu Pra V,MORANG,Phoktiya Tola,Jhurkiya,7,59
Bhawani Pra V,MORANG,Pokhariya,Pokhariya,1,122
Bhinchi Shool Pvt Ltd,MORANG,Tandi,Tandi,8,102
Bhogateni Ma Vi,MORANG,Andheri,Bhogateni,8,274
Bhogateni Pra V,MORANG,Aarubote,Bhogateni,5,42
Bhrikuti Model Academy,MORANG,Itahara Road,Urlabari,4,421
Bhupu Sainik Sewa Sangh Ebs,MORANG,Yalmbarchok,Urlabari,1,307
Bictory Memorial Ebs,MORANG,Majagram,Urlabari,8,136
Bidya Bikash Ni Ma V,MORANG,Mills Area,Biratnagar NP.,19,376
Bidya Jyoti Ebs,MORANG,Thapa Chowk,Urlabari,6,290
Bidya Mandir Ni Ma V,MORANG,Gighaniya,Tetariya,4,262
Bimire Pra V,MORANG,Bimere Gaun,Kerabari,7,91
Birat Bahira Ma V,MORANG,Kochakhal,Biratnagar NP.,6,142
Birat Cooperative Ebs,MORANG,Munalpath,Biratnagar NP.,6,88
Birat Ni Ma V,MORANG,Tinpaini Shanihat,Biratnagar NP.,2,114
Birat Pra V,MORANG,Bhediyari,Budhanagar,5,190
Birat Victoriya Memorial School,MORANG,Saibaba Chowk,Biratnagar NP.,1,225
Birendra Ni Ma V,MORANG,Borabandh,Kaseni,3,539
Birendra M V,MORANG,Piddakhani,Jhorahat,6,260
Birendra Ma V,MORANG,Lakhantari,Lakhantari,6,373
Birendra Pra V,MORANG,Domahana,Darbesha,8,327
Birendra Sarbajanik Uch Ma V,MORANG,Amardaha,Amardaha,1,943
Bishal Ebs,MORANG,Itahara,Amardaha,6,140
Bishnu Adarsh Ni Ma V,MORANG,Ramanpur,Takuwa,4,211
Bishnu Pra V,MORANG,Bishnu Tole,Biratnagar NP.,18,226
Biswa Nath Sanskrit School,MORANG,Pathari,Pathari,2,39
Bp Pra V,MORANG,Bhairaba,Dainiya,7,144
Bp Pra V,MORANG,Kalabanzar,Dadarbairiya,3,169
Bp Pra V,MORANG,Sibasani Badahara,Sisabanibadahara,8,128
Bp Pra V,MORANG,Mircha Dangi,Mahadewa,7,44
Bp Pra V,MORANG,Kairbana,Mrigauliya,4,26
Bp Pra V,MORANG,Adarsatol,Indrapur,5,80
Bright Angels Ebs,MORANG,Shivamarg,Biratnagar NP.,7,193
Bright Future Ebs,MORANG,Salakpur,Mrigauliya,9,619
Briliant Ebs,MORANG,Sunjhoda,Urlabari,8,99
Buddha Ebs,MORANG,Neta Chok,Banigama,1,257
Buddha Mavi,MORANG,Devijhoda,Kerabari,9,446
Buddha Uchha Ma V,MORANG,Sakubara,Sanischare,5,874
Buddha Pra V,MORANG,Nayajhoda,Sundarpur,4,19
Buddheswori Ma V,MORANG,Budhanagar,Budhanagar,6,334
Chandeshwori Pra V,MORANG,Sukumbashi,Indrapur,3,138
Chandma Pra V,MORANG,Dhankheti,Jante,3,118
Chandra Kiranteshwor Ma V,MORANG,Kirat Chok,Pathari,4,355
Chandrodaya Ni Ma V,MORANG,Chidibhanjyang,Ramite Khola,7,98
Chandrodaya Pra V,MORANG,Milan Tole,Madhumalla,2,80
Child Pretty Future Ebs,MORANG,Shanischare,Madhumalla,5,236
Children Future Academy,MORANG,Tilathe,Madhumalla,3,73
Children Orchad Ebs,MORANG,Khame Jhoda,Madhumalla,4,20
Chinari Ebs,MORANG,Pathari,Madhumalla,2,8
Chulachuli Pra V,MORANG,Chulipokhari,Tandi,6,17
Madarasa Talimul Kurwam Pr,MORANG,Islam Tole,Biratnagar NP.,11,200
Classical Ebs,MORANG,Toribari,Madhumalla,3,226
Damrabhitta Ebs,MORANG,Ithara,Itahara,6,209
Dan Memorial Ebs,MORANG,Gafur Tole,Itahara,22,118
Danawati Pr V,MORANG,Mayajang,Sorabhag,9,133
Darul Ulum Mahamadi  Madrassa,MORANG,Jurkiya,Jhurkiya,1,121
Dawn Ebs,MORANG,Ram Laxman Marga,Biratnagar NP.,1,164
Debata Pra V,MORANG,Patharghatta,Mrigauliya,5,89
Deep Jyoti Ni Ma Vi,MORANG,Chandrapur,Dangihat,8,278
Delhi Public Ebs,MORANG,Brt,Biratnagar NP.,6,923
Desh Kalayan Ni Ma V,MORANG,Mudheri,Tankisinuwari,7,293
Devi Ma V,MORANG,Tetariya,Tetariya,8,370
Devkota Ebs,MORANG,Tinpaini Purvatol,Tetariya,2,277
Devkota Ma V,MORANG,Madhumalla,Madhumalla,3,350
Devkota Memorial Ebs,MORANG,Tinpaini,Biratnagar NP.,2,277
Devkota Ni Ma V,MORANG,Hardibari,Bahuni,4,203
Devkota Pra V,MORANG,Daite,Tandi,5,91
Dhamo Ni Ma Vi,MORANG,Baitauna,Sorabhag,8,276
Dhanpal Ma V,MORANG,Telkudi,Kaseni,8,681
Dharanidhar Ni Ma V,MORANG,Brahmapura,Biratnagar NP.,7,240
Dhirnath Samphul Viswas Ma V,MORANG,Balubahi,Dangihat,1,650
Dibbya Jyoti Ebs,MORANG,Budnagar,Budhanagar,1,205
Didhi Pra V,MORANG,Dama Dithi,Budhanagar,3,292
Dil Pra V,MORANG,Kudailai,Baradanga,3,176
Dinabhadri Pr V,MORANG,Risidev Tole,Majhare,9,158
Don Basco School (Nilgiri),MORANG,Karmacharimarga,Biratnagar NP.,1,431
Doreya Pra V,MORANG,Doreya,Jhurkiya,4,152
Dulari Multiple Ebs,MORANG,Baliya,Dulari,1,162
Durga Devi Pra V,MORANG,Kholagawn,Ramite Khola,1,42
Durga Ma V,MORANG,Bhutaha,Budhanagar,8,576
Durga Ni Ma Vi,MORANG,Rangpur,Dadarbairiya,2,283
Durga Ma V,MORANG,Durga Chowk,Pathari,3,328
Durga Ma V,MORANG,Damravitta,Itahara,6,520
Durga Pra V,MORANG,Ranakali Chok,Hattimudha,2,47
Durga Pra V,MORANG,Nocha,Nocha,1,180
Durga Pra V,MORANG,Kamalpur,Jhorahat,2,56
Durga Ni Ma V,MORANG,Duhalu,Sanischare,4,305
Durga Pv,MORANG,Kerabari,Kerabari,9,49
Durga Ni Ma,MORANG,Chandane,Urlabari,6,310
Durga Pra V,MORANG,Kechana,Hasandaha,7,86
Durga Pra V,MORANG,Jyamere,Jante,6,61
Durga Ucha Ma V,MORANG,Laxminia Hat,Majhare,3,731
Eden National Ebs,MORANG,Kanchanbari Udayatol,Biratnagar NP.,4,581
Ekta Pra V,MORANG,Dhamala Tol,Dangihat,4,126
Ektara Pra V,MORANG,Babiya,Dadarbairiya,5,90
Everest Ebs,MORANG,Piyusmarg,Biratnagar NP.,6,973
Everest Ebs,MORANG,Sikhar Chok,Biratnagar NP.,1,526
Faijunnabi Madrassa,MORANG,Islam Pur,Biratnagar NP.,5,117
Fewa Eng Boarding,MORANG,Kerabari,Biratnagar NP.,1,272
Rastriya Adarsha Bidhya Mandir Ebs,MORANG,Adarshanagar,Katahari,1,196
Gachhiya Pra V,MORANG,Schooldanda,Sundarpur,3,389
Gajadhar Ma V,MORANG,Kerauja,Govindapur,5,463
Galaxi Academy Ebs,MORANG,Letang,Govindapur,2,245
Galaxy Ebs,MORANG,Matrika Marg,Biratnagar NP.,9,238
Ganesh Bahadur Thapa Memorial Academy,MORANG,Mangalbare,Urlabari,6,182
Ganesh Ma V,MORANG,Chopraha,Rangeli,7,646
Ganesh Ma V,MORANG,Dhobiyare,Banigama,9,420
Ganesh Pr V,MORANG,Health Post,Budhanagar,7,137
Ganesh Pra V,MORANG,Khoriya,Katahari,3,123
Ganesh Pra V,MORANG,Aahala,Jante,7,55
Ganga Memorial Ebs,MORANG,Kanchanbari,Biratnagar NP.,4,255
Gautam Buddha Pra V,MORANG,Dakuwadanga,Sorabhag,6,107
Gayatri Sanskrit Ma V,MORANG,Sarashwati Tole,Biratnagar NP.,10,544
Gems Inernational Ebs,MORANG,Pokhariya,Biratnagar NP.,1,409
Godawari Ebs,MORANG,Sarouchiya,Biratnagar NP.,7,269
Gograha Uchha Ma V,MORANG,Barganchhi,Biratnagar NP.,5,1175
Gokuwa Pra V,MORANG,Gokuwa,Hattimudha,5,85
Goppeshwor Bed Bidyasram Pra V,MORANG,Katnubadh,Hattimudha,2,14
Gram Baba Pv,MORANG,Thalaha,Thalaha,8,182
Gram Dev Pra V,MORANG,Dhangtoli,Sidharaha,4,54
Gram Devta Pra V,MORANG,Daulatpur,Darbesha,4,96
Gram Kalika Pra V,MORANG,Marachaniya,Motipur,1,125
Gramsthan Pr V,MORANG,Than Tole,Bhaudaha,6,140
Green Valley Academy,MORANG,Letang,Bhaudaha,6,310
Greenland Ebs,MORANG,Kaseni,Madhumalla,5,28
Guleshwori Pra V,MORANG,Bankol Bankol,Takuwa,3,169
Gurans Ebs,MORANG,Karambote,Takuwa,5,50
Gurukul Ebs,MORANG,Aryanagar Jatuwa,Biratnagar NP.,18,239
Gyan Jyoti Ebs,MORANG,Gothgaun,Sundarpur,1,406
Gyan Jyoti Pra V,MORANG,Samala,Warangi,1,83
Gyan Nikunja Pra V,MORANG,Balubahi,Biratnagar NP.,11,91
Gyanodaya Pr V,MORANG,Baluai,Dangihat,2,87
Gyanodaya Pra V,MORANG,Badhara,Sisabanibadahara,4,53
Gyanoparjan Pra V,MORANG,Devigang,Dangihat,9,149
Hanafiya Kadariya Madrassa,MORANG,Rahamat Nagar,Dangihat,1,89
Hangshabahini Ni Ma Vi,MORANG,Simraha,Sorabhag,4,500
Hanuman Pra V,MORANG,Mandir Tole,Majhare,2,119
Hari Dev Pra V,MORANG,Tejutole,Sundarpur,9,143
Harischandra Gadhi Pra V,MORANG,Harischandrapur,Dainiya,3,92
Harittara Academy,MORANG,Tanki,Dainiya,3,57
Highland Ebs,MORANG,Sanischare,Dainiya,5,17
Himalaya Ni Ma V,MORANG,Satmedi,Itahara,8,115
Himalaya Pra V,MORANG,Kaparsuka,Sijuwa,6,64
Himalaya Ni Ma V,MORANG,Belepur,Indrapur,6,285
Himalaya Pra V,MORANG,Jyamire,Ramite Khola,4,36
Himalayan Ebs,MORANG,Mangalbare,Urlabari,6,541
Himchuli Pra V,MORANG,Dhobi,Letang,8,127
Hirak Ni Ma V,MORANG,Naya Mangalbara,Sanischare,1,243
Holy Child Ebs,MORANG,Tarun Chowk,Urlabari,3,299
Ideal Ebs,MORANG,Chandani Chowk,Biratnagar NP.,5,310
Imam Abu Hanifa Madrassa,MORANG,Karkhana Tole,Biratnagar NP.,6,115
Indra Ni Ma V,MORANG,Shakhare,Tandi,6,187
Ishwor Pra V,MORANG,Khajurbani,Motipur,2,122
Islahul Banat Madrassa,MORANG,Sahabijiya Tole,Biratnagar NP.,7,107
Islahul Muslemin Madrassa,MORANG,Jamemasjid,Babiya Birta,7,105
Islahul Muslemin Madrassa,MORANG,Islampur,Babiya Birta,3,129
Islamiya Huseniya Pr V,MORANG,Musalman Tole,Dainiya,9,225
Islamiya Madrassa,MORANG,Theki,Pokhariya,6,149
Islamiya Madrassa,MORANG,Rangeli,Pokhariya,2,136
Islamiya Pr V,MORANG,Harischandragadi,Dainiya,3,255
Islamiya Talimul Kuran Madrassa,MORANG,Madarsa Tol,Tankisinuwari,8,117
Jagadambi Pra V,MORANG,Chhaghare,Yangshila,3,129
Jagriti Pra V,MORANG,Khadara Tole,Baijanathpur,9,39
Jal Kanya Pra V,MORANG,Phanduwa,Sinhadevi Sombare,1,28
Jaleshwori Engllish School,MORANG,Tandi,Tandi,9,33
Jaleshwori Pra V,MORANG,Shanti Tole,Madhumalla,4,106
Jaliya Pv,MORANG,Babiyabirta,Babiya Birta,3,102
Jalpa Singha Devi Ni Ma V,MORANG,Aiyabari,Sanischare,1,339
Jalukeni Pra V,MORANG,Jalukeni,Tandi,9,88
Jamiya Islamiya Madrassa,MORANG,Sarauchiya,Biratnagar NP.,7,241
Jamiya Islamiya Pr V,MORANG,Katahari,Katahari,7,106
Jana Bikash U Ma V,MORANG,Rani Miles Area,Biratnagar NP.,21,1002
Jana Chetana Pra V,MORANG,Dulari,Dulari,3,69
Jana Ekta Pra V,MORANG,Barradangi,Belbari,2,140
Jana Jagaran Pra V,MORANG,Sidurai,Kerabari,8,88
Jana Jyoti Ebs,MORANG,Karsiya,Sorabhag,3,312
Jana Kalyan Chetan Pra V,MORANG,Kutumganj,Baradanga,5,101
Jana Kalyan Ma V,MORANG,Aitabare,Bayarban,9,557
Jana Kalyan Ni Ma V,MORANG,Chiuri Bhanjyang,Yangshila,4,297
Jana Kalyan Pra V,MORANG,Kadamghach,Dainiya,5,178
Jana Klyan Nmv,MORANG,Jarayotol,Sanischare,8,230
Jana Kalyan Pra V,MORANG,Rachana,Tandi,6,56
Jana Ni Ma V,MORANG,Lakhantari,Sorabhag,5,233
Jana Nirman Pra V,MORANG,Baithar,Kaseni,4,53
Jana Priya Ma V,MORANG,Bansbari,Tankisinuwari,4,486
Janapriya Uch Ma Vi,MORANG,Babiya,Babiya Birta,5,847
Jana Priya Pra V,MORANG,Kaimi,Govindapur,5,95
Jana Priya Pra V,MORANG,Tarigama,Majhare,9,233
Jana Priya Ucha Ma V,MORANG,Katari Bazaar,Katahari,6,1125
Jana Shahyog Pra V,MORANG,Saylang,Patigaun,6,50
Janachetana Prv,MORANG,Brt,Biratnagar NP.,7,173
Janajoty Ebs,MORANG,Hattimara,Tandi,5,39
Janak Memorial Ebs,MORANG,Jhorahat,Jhorahat,1,464
Janak Ni Ma V,MORANG,Jhatiyahi,Budhanagar,1,235
Janaki Ebs,MORANG,Ikrahi,Biratnagar NP.,5,215
Janaki Pra V,MORANG,Golgaun,Takuwa,7,65
Janaki Pra V,MORANG,Singari,Jhurkiya,9,88
Janaki Pra V,MORANG,Dakaita,Majhare,5,106
Janamat Saraswati Ni Ma Vi,MORANG,Karikoshi,Keroun,3,136
Janani Pra V,MORANG,Barmaniya,Dulari,7,38
Janapath Ma V,MORANG,Janapah Tole,Biratnagar NP.,15,1236
Janapri V,MORANG,Dangraha,Bhatigachha,5,166
Janasewa Pra V,MORANG,Kathgada,Jhurkiya,8,157
Janasewa Pra V,MORANG,Khoksi,Sundarpur,8,82
Janasewa Pra V,MORANG,Aaptar,Yangshila,5,95
Janasewa Uchha Ma V,MORANG,Ramailo,Bayarban,8,1177
Janata Bal Kalyan Pra V,MORANG,Biratnagar,Biratnagar NP.,16,94
Janata Bal Ni Ma V,MORANG,Katkuppa Nayatole,Biratnagar NP.,18,454
Janata Ma V,MORANG,Radhanagar,Bahuni,9,584
Janata Ma V,MORANG,Amtola,Rangeli,8,541
Janata Uchha Ma Vi,MORANG,Amahi,Amahibariyati,4,1040
Janata Ma V,MORANG,Takiya,Thalaha,1,956
Janata Ma V Bahuban,MORANG,Bahuban,Amgachhi,5,613
Janata Uch Ma Vi,MORANG,Teenkhuriya Banaul,Bahuni,1,942
Janata Ma V,MORANG,Amgachhi,Amgachhi,9,287
Janata Uch Ma Vi,MORANG,Aitabare,Pathari,7,756
Janta U Ma V,MORANG,Pacham,Haraicha,8,926
Janata Ma V,MORANG,Gandhi Ashram,Amardaha,7,656
Janata Namuna Uchha Ma V,MORANG,Sankarpur,Biratnagar NP.,3,424
Janata M V,MORANG,Thakthakiya,Itahara,3,344
Janta Ma V,MORANG,Buddhabare,Indrapur,8,489
Janata Ma V,MORANG,Amahi Ikarihi,Biratnagar NP.,5,534
Janata Ni Ma V,MORANG,Naksalwari,Belbari,1,216
Janata Ni Ma V,MORANG,Kakharmari,Tetariya,9,334
Janata Ma V,MORANG,Majhare,Bhatigachha,5,522
Janata Ni Ma V,MORANG,Bayarban Hatkhola,Bayarban,6,306
Janata Ma V,MORANG,Pokhariya,Pokhariya,5,631
Janata Ni Ma V,MORANG,Nawajgang,Takuwa,8,239
Janata Pra V,MORANG,Dangitol,Sijuwa,1,139
Janata Pra V,MORANG,Chalgachhi,Mahadewa,8,123
Janata Ni Ma V,MORANG,Kudaili,Baradanga,6,176
Janata Pra V,MORANG,Sikti,Dainiya,1,184
Janata Pra V,MORANG,Koriyadangi,Banigama,6,70
Janata Pra V,MORANG,Bhutaitol,Mrigauliya,7,73
Janata Pra V,MORANG,Sundarichowk,Hasandaha,2,115
Janata Pra V,MORANG,Gokuwa,Tankisinuwari,5,122
Janata Pra V,MORANG,Aitabare,Dulari,5,67
Janata Pra V,MORANG,Saajabote,Ramite Khola,5,29
Janata Pra V,MORANG,Daraiya,Biratnagar NP.,16,115
Janata Pra V,MORANG,Sonapur,Baradanga,4,113
Janata Pra V,MORANG,Katle,Madhumalla,5,63
Janata Pra V,MORANG,Mohan Dangi,Kaseni,7,73
Janta Ni Ma V,MORANG,Khokshaha,Budhanagar,4,444
Janata Pra V,MORANG,Baldagi,Sisabanibadahara,5,71
Janata Pra V,MORANG,Majuramari,Jhurkiya,6,33
Janata Prv Keroun,MORANG,Chisang,Keroun,1,127
Janata Sarbajanik Pra V,MORANG,Sangiya Augada,Motipur,4,116
Shri Jangha Pra V,MORANG,Dharapani,Sanischare,3,95
Shrijang Pra V,MORANG,Phurketar,Warangi,8,52
Janmabhumi Pra V,MORANG,Yalamber Chowk Chokti,Yangshila,8,108
Jansewa Pra V,MORANG,Chunimari,Baradanga,5,83
Janta Bal Ni Ma V,MORANG,Dhuni,Budhanagar,2,433
Janta Ma V,MORANG,Trijuga,Dulari,8,368
Jante U Ma V,MORANG,Jante,Jante,2,643
Jantenamuna Ebs,MORANG,Jante,Jante,9,219
Jatara Pr V,MORANG,Bhaudaha,Bhaudaha,9,199
Jaya Ma Lakshmi Pra V,MORANG,Laliya,Amahibariyati,9,222
Jenith Ebs,MORANG,Satisale,Amahibariyati,5,116
Jesi Bal Sadan Ebs,MORANG,Sikiyai,Amahibariyati,19,589
Jharsadi Ebs,MORANG,Pipal Dangi,Madhumalla,7,201
Jivan Bikas Public School,MORANG,Kadmaha,Kadmaha,6,407
Joiti Bikas Ebs,MORANG,Valuwa,Kadmaha,9,38
Judi Pra V,MORANG,Karjuna,Indrapur,6,115
Juntara Ebs,MORANG,Pathaei,Indrapur,2,62
Jyoti Ma V,MORANG,Maheshor Jhoda,Sundarpur,5,474
Jyoti N Ma V,MORANG,Simana,Warangi,1,166
Jyoti Pra V,MORANG,Kharji,Biratnagar NP.,0,206
Kabir Ma V,MORANG,Lalbhitta,Belbari,4,725
Kadariya Islamiya Madrassa,MORANG,Batika Basti,Biratnagar NP.,6,198
Kali Devi Ebs,MORANG,Shanti Tole,Indrapur,8,127
Kali Uchh Ma Vi,MORANG,Kashijan,Takuwa,6,680
Kali Ni Ma Vi,MORANG,Harinagara Nepali Tole,Bhatigachha,8,306
Kali Uch Ma Vi,MORANG,Dangihat,Dangihat,6,968
Kalidaha Pra V,MORANG,Kalidaha Tole,Madhumalla,4,49
Kalika Sa U Ma V,MORANG,Dhobeni,Tandi,8,1323
Kalika Pra V,MORANG,Babiya,Dadarbairiya,4,151
Kalika Pra V,MORANG,Kesharbadi,Sijuwa,8,67
Kalyankari Ma V,MORANG,Kalimati,Sinhadevi Sombare,9,444
Kalyankari Pra V,MORANG,Guman,Bhogateni,3,46
Kanchanjanga Ebs,MORANG,Hasandaha,Bhogateni,7,158
Kanya Devi Pra V,MORANG,Katahare,Bhogateni,9,51
Kapana Pr V,MORANG,Kapana,Yangshila,8,26
Karam Bote Pra V,MORANG,Kharuwa,Yangshila,4,101
Karmabir Ma V,MORANG,School Tole,Hattimudha,3,527
Kaseni U Ma V,MORANG,Budhabare,Belbari,8,567
Katnu Pra V,MORANG,Katanu,Itahara,7,109
Kb Smarak Ebs,MORANG,Ringuwa,Itahara,1,240
Shrikhanda Ma V,MORANG,Lochani,Dulari,6,453
Kirant Academy Ebs,MORANG,Pathari,Dulari,5,69
Kisan Ni Ma Vi,MORANG,Rangpur Bairiya,Dadarbairiya,1,321
Kisan Pra V,MORANG,Daulatpur,Bahuni,8,159
Koshi Bidya Mandir,MORANG,Tintolia Sansarimai Sthan Purva,Bahuni,13,414
Krishna Pra V,MORANG,Kirtiman Tole,Letang,1,61
Krishtal Public Academy,MORANG,Anam Chowk,Letang,1,268
Ku Academi,MORANG,Kearabari,Letang,1,296
Kuikunda Pra V,MORANG,Kuikunda,Bhogateni,9,62
Kuwapani Ni Ma V,MORANG,Kuwapani,Kerabari,3,296
Lakkeshwor Pra V,MORANG,Paita Bhawanipur,Amahibariyati,7,154
Shreelal Pra V,MORANG,Latijhoda,Sundarpur,6,103
Laligurans Ebs,MORANG,Kulung Chowk,Sundarpur,4,139
Lavang Ebs,MORANG,Tanki,Tankisinuwari,2,117
Laxmi Ma V,MORANG,Bhaluwa,Tankisinuwari,9,455
Laxmi Uchha Ma V,MORANG,Laxmimarga,Dangihat,5,1318
Laxmi Ma V,MORANG,Pitlumba,Warangi,7,183
Laxmi Ma V,MORANG,Sanihat,Dangraha,8,653
Laxmi Ni Ma V,MORANG,Sitpur,Bhaudaha,7,303
Laxmi Ma V,MORANG,Phadani,Letang,7,529
Laxmi Ni V,MORANG,Jaldhahaat,Sisawanijahada,3,402
Laxmi Pr Vi Jamuwa,MORANG,Jamuwa,Babiya Birta,9,106
Laxmi Pri Vi Laxmipur,MORANG,Laxmipur,Babiya Birta,3,371
Laxmi Pra V,MORANG,Hudhudiya,Thalaha,7,196
Laxmi Pra V,MORANG,Harakpur,Bayarban,3,44
Laxmi Ma V,MORANG,Yadhiabari,Rajghat,1,303
Laxmi Pra V,MORANG,Kalabanjar,Budhanagar,9,111
Laxmi Pra V,MORANG,Sombare,Sinhadevi Sombare,7,226
Laxmi Pra V,MORANG,Rangtole,Sidharaha,2,66
Laxmi Pra V,MORANG,Singhadi,Jhurkiya,9,155
Laxmi Ni Ma V,MORANG,Bamantoli,Bhatigachha,2,312
Laxmi Ni Ma,MORANG,Laxmijhar,Madhumalla,9,376
Letang Gerrn Vayali Academy,MORANG,Letang,Madhumalla,6,451
Lila Bhakta Ram Pra V,MORANG,Tankisinwari,Tankisinuwari,2,157
Little Angles Ebs,MORANG,Ranjani,Tankisinuwari,9,173
Little Flowers Ebs,MORANG,Kheruawa,Tankisinuwari,4,191
Lohandra Pr V,MORANG,Majhaer,Majhare,8,85
Lohandra Pra V,MORANG,Sukrabare,Motipur,2,103
Lok Kalyankari Pra V,MORANG,Jogidhap,Amardaha,6,144
Lord Buddha Niketan,MORANG,Munalpath,Biratnagar NP.,3,228
Ma Bhawani Pra V,MORANG,Jayrampur,Bhatigachha,4,227
Ma Vi Bhausabari,MORANG,Bhausawari,Keroun,1,528
Uch Ma Vi Hoklabari,MORANG,Hatt Khola,Hoklabari,4,618
U Ma V Jante,MORANG,Shidhhartha Tole,Jante,9,611
Ma V Jhurkiya,MORANG,Jhurkiya,Jhurkiya,2,647
Ma V Leti,MORANG,Karki Tole,Govindapur,1,432
Ma Vi Mahadeva Kendra No,MORANG,Mahadewa,Mahadewa,4,503
U Ma V Mrigauliya,MORANG,Mrigauliya,Mrigauliya,2,915
Machindra Uchha Ma V,MORANG,Hajard Bidha,Kerabari,2,1145
Madan Nagar Pra V,MORANG,Madannagar,Biratnagar NP.,4,96
Madhu Gram Devta Ni Ma V,MORANG,Bouraha,Tankisinuwari,8,391
Madhumalla Childran Educational Acedemy,MORANG,Laxmi Ghar,Madhumalla,9,134
Madintul Madrassa,MORANG,Kuladya Tole,Budhanagar,9,114
Madrassa Ahale Sunnat Garib Nabaj,MORANG,Doriya,Jhurkiya,4,275
Madarsa Hadisya Pr V,MORANG,Khan Tole,Baradanga,2,60
Madrassa Imdadiya,MORANG,Ashok Chok,Baradanga,11,157
Madrassa Indadiya Pr V,MORANG,Madumara,Baradanga,11,175
Madrassa Islahul Muslemin,MORANG,Rani,Biratnagar NP.,21,172
Madrassa Islamiya Rasidiya,MORANG,Sikti,Dainiya,2,170
Madrassa Islamiya Talimul Kuraan,MORANG,Jayarampur,Dainiya,4,139
Madarsa Islmiamajaharul Ulan Prv,MORANG,Govindapur,Govindapur,1,143
Madrassa Nurula Ulum,MORANG,Jatuwara,Govindapur,5,97
Madarasa Rahamaniya Pr V,MORANG,Sikti,Dainiya,2,138
